order_id,customer_id,seller_id,order_date,approved_date,ship_date,delivered_date,estimated_delivery,product_category,payment_type,payment_installments,price,freight_value,order_qty,total_value,review_score,customer_state,on_time_delivery,delivery_days
ORD101894,CUST42084,SELL2155,2017-12-10,2017-12-10 11:00:00,2017-12-12,2017-12-23,2017-12-31,beauty,credit_card,4,34.43,9.06,1,43.49,5.0,RS,1,11
ORD101895,CUST79343,SELL4308,2017-03-24,2017-03-24 03:00:00,2017-03-26,2017-04-17,2017-05-02,books,boleto,1,111.84,6.16,2,229.84,5.0,RS,1,22
ORD101896,CUST42878,SELL2233,2018-02-09,2018-02-09 22:00:00,2018-02-11,2018-03-08,2018-03-21,electronics,credit_card,1,42.6,5.67,1,48.27,5.0,MG,1,25
ORD101897,CUST60410,SELL3763,2016-11-02,2016-11-02 23:00:00,2016-11-05,2016-12-01,2016-11-30,toys,credit_card,8,94.79,9.0,1,103.79,4.0,SP,0,26
ORD101898,CUST24181,SELL4702,2017-02-02,2017-02-02 22:00:00,2017-02-05,2017-02-22,2017-03-08,home_appliances,credit_card,3,44.58,9.15,1,53.73,1.0,RS,1,17
ORD101899,CUST67561,SELL3340,2017-09-05,2017-09-05 17:00:00,2017-09-09,2017-09-27,2017-10-13,furniture,credit_card,4,27.02,5.05,1,32.07,5.0,SP,1,18
ORD101900,CUST59499,SELL4407,2018-07-07,2018-07-07 08:00:00,2018-07-10,2018-07-29,2018-08-19,computers,credit_card,2,155.64,41.83,3,508.75,5.0,MG,1,19
ORD101901,CUST15354,SELL4649,2017-01-07,2017-01-07 12:00:00,2017-01-08,2017-01-23,2017-02-11,electronics,debit_card,1,117.48,34.92,1,152.4,1.0,RJ,1,15
ORD101902,CUST33029,SELL2527,2017-08-20,2017-08-20 17:00:00,2017-08-23,2017-09-07,2017-09-14,health,credit_card,1,87.69,16.0,2,191.38,4.0,SP,1,15
ORD101903,CUST30170,SELL3131,2018-03-20,2018-03-20 22:00:00,2018-03-22,2018-04-08,2018-04-27,computers,credit_card,6,237.48,69.63,1,307.11,4.0,CE,1,17
ORD101904,CUST94456,SELL1689,2018-08-05,2018-08-05 03:00:00,2018-08-10,2018-08-24,2018-09-08,clothing,credit_card,1,25.43,2.66,5,129.81,5.0,BA,1,14
ORD101905,CUST32425,SELL1871,2017-04-20,2017-04-20 11:00:00,2017-04-25,2017-05-11,2017-05-21,furniture,credit_card,6,19.2,1.02,1,20.22,2.0,GO,1,16
ORD101906,CUST14771,SELL3311,2018-07-30,2018-07-30 01:00:00,2018-07-31,2018-08-27,2018-08-21,computers,credit_card,4,14.14,3.41,4,59.97,5.0,SP,0,27
ORD101907,CUST47272,SELL2237,2018-08-25,2018-08-25 08:00:00,2018-08-29,2018-09-08,2018-09-10,furniture,voucher,1,99.83,18.09,1,117.92,4.0,RJ,1,10
ORD101908,CUST77280,SELL4411,2017-10-07,2017-10-07 17:00:00,2017-10-11,2017-11-03,2017-11-09,clothing,credit_card,2,35.5,6.44,5,183.94,5.0,SP,1,23
ORD101909,CUST67089,SELL2379,2017-03-02,2017-03-02 01:00:00,2017-03-07,2017-03-25,2017-04-14,clothing,boleto,2,67.13,16.46,1,83.59,5.0,MG,1,18
ORD101910,CUST79622,SELL3596,2016-10-05,2016-10-05 00:00:00,2016-10-06,2016-10-23,2016-10-20,automotive,boleto,6,17.21,2.73,1,19.94,5.0,SP,0,17
ORD101911,CUST46117,SELL1036,2017-05-06,2017-05-06 17:00:00,2017-05-10,2017-05-16,2017-06-05,clothing,credit_card,1,52.49,13.62,1,66.11,5.0,RJ,1,6
ORD101912,CUST12616,SELL1876,2018-05-07,2018-05-08 00:00:00,2018-05-10,2018-05-13,2018-06-13,sports,credit_card,1,19.52,5.51,2,44.55,3.0,RJ,1,3
ORD101913,CUST35541,SELL1799,2016-11-01,2016-11-01 17:00:00,2016-11-02,2016-11-24,2016-11-14,home_appliances,credit_card,1,44.86,13.37,3,147.95,5.0,RS,0,22
ORD101914,CUST47390,SELL3162,2018-07-06,2018-07-06 10:00:00,2018-07-11,2018-07-30,2018-08-12,clothing,credit_card,3,56.57,9.84,2,122.98,2.0,MG,1,19
ORD101915,CUST45260,SELL4215,2018-02-03,2018-02-03 06:00:00,2018-02-05,2018-03-07,2018-02-26,beauty,credit_card,1,46.79,11.04,1,57.83,5.0,MG,0,30
ORD101916,CUST35369,SELL4699,2017-11-27,2017-11-27 17:00:00,2017-11-30,2017-12-23,2017-12-19,furniture,boleto,1,34.48,7.11,1,41.59,3.0,SP,0,23
ORD101917,CUST96894,SELL4177,2016-10-01,2016-10-01 07:00:00,2016-10-05,2016-10-11,2016-11-07,electronics,boleto,1,62.03,12.62,1,74.65,4.0,RJ,1,6
ORD101918,CUST81748,SELL3196,2017-02-07,2017-02-07 02:00:00,2017-02-08,2017-02-11,2017-03-06,home_appliances,credit_card,2,54.97,14.65,1,69.62,5.0,SP,1,3
ORD101919,CUST88270,SELL1129,2016-10-12,2016-10-12 23:00:00,2016-10-17,2016-10-31,2016-10-31,clothing,credit_card,2,44.45,9.08,3,142.43,5.0,SP,1,14
ORD101920,CUST27291,SELL4298,2017-09-23,2017-09-24 00:00:00,2017-09-28,2017-10-01,2017-10-27,electronics,credit_card,1,197.93,44.26,1,242.19,5.0,SP,1,3
ORD101921,CUST38310,SELL3906,2018-05-11,2018-05-11 20:00:00,2018-05-14,2018-06-13,2018-05-29,electronics,credit_card,1,47.36,6.47,1,53.83,4.0,RJ,0,30
ORD101922,CUST82732,SELL4775,2017-06-02,2017-06-02 12:00:00,2017-06-07,2017-06-13,2017-06-30,sports,credit_card,2,63.19,14.42,5,330.37,3.0,SP,1,6
ORD101923,CUST99980,SELL2954,2017-08-11,2017-08-11 16:00:00,2017-08-16,2017-09-11,2017-09-14,home_appliances,boleto,1,41.16,11.02,1,52.18,5.0,SP,1,26
ORD101924,CUST37673,SELL3403,2018-03-14,2018-03-14 20:00:00,2018-03-18,2018-04-04,2018-04-01,toys,credit_card,1,115.15,30.76,1,145.91,5.0,MG,0,17
ORD101925,CUST47459,SELL1536,2017-11-09,2017-11-09 13:00:00,2017-11-10,2017-12-05,2017-12-09,furniture,credit_card,1,85.01,13.97,1,98.98,5.0,RJ,1,25
ORD101926,CUST18039,SELL4949,2017-09-08,2017-09-08 21:00:00,2017-09-10,2017-09-19,2017-10-20,clothing,credit_card,1,89.13,16.55,1,105.68,1.0,DF,1,9
ORD101927,CUST41817,SELL2306,2017-02-03,2017-02-03 06:00:00,2017-02-06,2017-03-06,2017-03-08,toys,credit_card,1,42.25,12.24,1,54.49,2.0,MS,1,28
ORD101928,CUST85824,SELL3318,2018-07-19,2018-07-19 23:00:00,2018-07-22,2018-08-12,2018-08-12,furniture,credit_card,1,16.07,1.82,1,17.89,5.0,PR,1,21
ORD101929,CUST90461,SELL1682,2018-05-31,2018-05-31 08:00:00,2018-06-04,2018-06-29,2018-07-04,automotive,credit_card,1,30.96,8.2,1,39.16,3.0,SC,1,25
ORD101930,CUST38871,SELL1761,2018-02-08,2018-02-08 09:00:00,2018-02-10,2018-02-16,2018-02-23,sports,credit_card,1,336.33,82.53,1,418.86,5.0,SP,1,6
ORD101931,CUST70791,SELL4337,2017-05-04,2017-05-04 04:00:00,2017-05-07,2017-05-30,2017-06-02,books,credit_card,6,7.79,0.84,1,8.63,5.0,GO,1,23
ORD101932,CUST11681,SELL1162,2018-08-01,2018-08-01 04:00:00,2018-08-04,2018-08-10,2018-09-10,furniture,credit_card,2,28.76,5.75,1,34.51,5.0,SP,1,6
ORD101933,CUST29621,SELL4924,2017-05-15,2017-05-15 01:00:00,2017-05-20,2017-06-18,2017-06-08,electronics,credit_card,2,38.32,9.81,1,48.13,5.0,SP,0,29
ORD101934,CUST45654,SELL2764,2018-02-11,2018-02-11 11:00:00,2018-02-16,2018-02-23,2018-03-16,books,credit_card,10,228.03,52.74,1,280.77,3.0,MG,1,7
ORD101935,CUST89954,SELL3229,2016-11-01,2016-11-01 12:00:00,2016-11-06,2016-11-25,2016-12-11,clothing,voucher,1,222.77,63.08,3,731.39,4.0,MG,1,19
ORD101936,CUST14168,SELL2566,2018-07-08,2018-07-08 21:00:00,2018-07-11,2018-08-03,2018-07-21,clothing,credit_card,1,92.13,5.8,1,97.93,5.0,AM,0,23
ORD101937,CUST45520,SELL4616,2017-10-28,2017-10-28 01:00:00,2017-10-31,2017-11-21,2017-12-01,health,voucher,2,5.85,0.96,2,12.66,5.0,RS,1,21
ORD101938,CUST14238,SELL3539,2017-01-14,2017-01-14 13:00:00,2017-01-18,2017-02-06,2017-02-11,electronics,boleto,1,20.22,3.09,1,23.31,4.0,SC,1,19
ORD101939,CUST86397,SELL4883,2017-04-03,2017-04-03 03:00:00,2017-04-07,2017-04-30,2017-04-29,home_appliances,credit_card,6,22.06,4.69,2,48.81,5.0,MS,0,23
ORD101940,CUST15584,SELL4578,2018-04-14,2018-04-14 22:00:00,2018-04-18,2018-04-24,2018-05-24,home_appliances,credit_card,1,81.89,20.28,2,184.06,5.0,SP,1,6
ORD101941,CUST33369,SELL4695,2017-03-13,2017-03-13 22:00:00,2017-03-17,2017-03-26,2017-04-26,furniture,credit_card,2,154.77,7.75,1,162.52,5.0,SC,1,9
ORD101942,CUST24225,SELL4271,2018-03-30,2018-03-30 03:00:00,2018-04-02,2018-04-09,2018-04-27,electronics,credit_card,2,167.18,14.19,2,348.55,4.0,RJ,1,7
ORD101943,CUST93288,SELL4800,2017-03-21,2017-03-21 15:00:00,2017-03-24,2017-04-15,2017-04-20,health,credit_card,2,27.26,6.37,1,33.63,5.0,DF,1,22
ORD101944,CUST69151,SELL1423,2018-06-25,2018-06-25 19:00:00,2018-06-28,2018-07-22,2018-07-29,automotive,credit_card,6,179.03,15.1,1,194.13,5.0,GO,1,24
ORD101945,CUST50181,SELL3942,2018-08-20,2018-08-20 23:00:00,2018-08-22,2018-08-26,2018-09-15,home_appliances,boleto,1,93.21,10.96,1,104.17,4.0,RS,1,4
ORD101946,CUST26312,SELL3352,2017-10-20,2017-10-20 20:00:00,2017-10-22,2017-10-27,2017-11-07,sports,boleto,1,134.63,39.96,1,174.59,5.0,SP,1,5
ORD101947,CUST69561,SELL2966,2016-12-17,2016-12-17 06:00:00,2016-12-21,2016-12-31,2017-01-25,electronics,credit_card,6,96.97,11.82,1,108.79,5.0,PE,1,10
ORD101948,CUST18826,SELL2222,2017-11-04,2017-11-04 05:00:00,2017-11-07,2017-11-26,2017-11-28,electronics,credit_card,2,77.55,10.58,1,88.13,5.0,SP,1,19
ORD101949,CUST57563,SELL4008,2018-02-24,2018-02-24 22:00:00,2018-02-25,2018-02-28,2018-03-08,home_appliances,credit_card,1,412.73,102.23,2,927.69,5.0,SP,1,3
ORD101950,CUST97184,SELL1946,2018-02-07,2018-02-07 15:00:00,2018-02-11,2018-03-08,2018-03-22,books,credit_card,1,101.39,13.82,2,216.6,5.0,SC,1,25
ORD101951,CUST64422,SELL1927,2018-07-12,2018-07-12 05:00:00,2018-07-14,2018-07-25,2018-08-14,toys,credit_card,8,102.76,20.2,3,328.48,5.0,SP,1,11
ORD101952,CUST74716,SELL4109,2017-03-05,2017-03-05 02:00:00,2017-03-06,2017-03-15,2017-04-11,automotive,boleto,3,111.4,24.39,1,135.79,5.0,RJ,1,9
ORD101953,CUST57182,SELL2483,2017-12-22,2017-12-22 19:00:00,2017-12-24,2018-01-14,2018-01-26,beauty,boleto,2,27.42,6.56,1,33.98,2.0,MG,1,21
ORD101954,CUST20646,SELL1340,2016-10-17,2016-10-17 16:00:00,2016-10-22,2016-11-16,2016-11-10,electronics,boleto,10,48.95,13.18,2,111.08,5.0,SP,0,25
ORD101955,CUST69196,SELL4570,2018-08-10,2018-08-10 12:00:00,2018-08-13,2018-08-29,2018-09-20,books,credit_card,4,51.33,4.25,1,55.58,3.0,MS,1,16
ORD101956,CUST56262,SELL4908,2016-11-07,2016-11-07 01:00:00,2016-11-11,2016-11-30,2016-12-07,sports,credit_card,2,23.9,7.09,1,30.99,2.0,MG,1,19
ORD101957,CUST50761,SELL2432,2017-03-02,2017-03-02 23:00:00,2017-03-04,2017-04-02,2017-03-22,electronics,credit_card,1,25.33,3.99,2,54.65,1.0,MG,0,29
ORD101958,CUST49656,SELL4503,2017-08-30,2017-08-30 00:00:00,2017-09-04,2017-10-02,2017-09-19,home_appliances,credit_card,1,116.98,10.89,1,127.87,5.0,SP,0,28
ORD101959,CUST42227,SELL3034,2017-06-08,2017-06-08 19:00:00,2017-06-12,2017-07-03,2017-06-30,furniture,credit_card,1,51.47,10.95,1,62.42,5.0,SP,0,21
ORD101960,CUST12823,SELL1636,2018-03-10,2018-03-10 23:00:00,2018-03-11,2018-03-16,2018-03-29,electronics,credit_card,3,206.78,26.49,3,646.83,4.0,SP,1,5
ORD101961,CUST71530,SELL3860,2017-08-28,2017-08-28 02:00:00,2017-08-31,2017-09-29,2017-09-14,toys,credit_card,1,46.36,5.74,1,52.1,4.0,RJ,0,29
ORD101962,CUST98783,SELL3038,2017-09-26,2017-09-26 05:00:00,2017-09-28,2017-10-12,2017-10-23,clothing,credit_card,4,35.23,4.97,3,110.66,5.0,SP,1,14
ORD101963,CUST36389,SELL4662,2017-11-22,2017-11-22 23:00:00,2017-11-24,2017-12-02,2017-12-10,electronics,credit_card,1,190.18,39.51,1,229.69,1.0,MG,1,8
ORD101964,CUST99869,SELL4738,2016-11-23,2016-11-24 00:00:00,2016-11-25,2016-12-10,2016-12-28,beauty,credit_card,10,118.52,33.55,1,152.07,3.0,MG,1,15
ORD101965,CUST53271,SELL2555,2017-09-19,2017-09-19 12:00:00,2017-09-22,2017-10-16,2017-10-14,toys,credit_card,2,194.32,19.63,1,213.95,5.0,SP,0,24
ORD101966,CUST93543,SELL4049,2017-01-10,2017-01-10 01:00:00,2017-01-15,2017-01-28,2017-02-15,health,credit_card,1,77.02,5.01,2,159.05,5.0,SP,1,13
ORD101967,CUST43173,SELL1054,2017-06-15,2017-06-15 14:00:00,2017-06-16,2017-06-26,2017-07-11,clothing,credit_card,2,222.88,23.43,1,246.31,2.0,SP,1,10
ORD101968,CUST84410,SELL3274,2018-02-13,2018-02-13 10:00:00,2018-02-15,2018-03-01,2018-03-15,clothing,credit_card,10,180.34,44.46,1,224.8,5.0,ES,1,14
ORD101969,CUST12643,SELL4782,2017-11-14,2017-11-14 20:00:00,2017-11-18,2017-11-27,2017-12-04,sports,boleto,8,108.45,16.67,1,125.12,4.0,RJ,1,9
ORD101970,CUST33908,SELL3975,2018-03-29,2018-03-29 09:00:00,2018-03-30,2018-04-12,2018-05-04,electronics,credit_card,6,444.74,86.36,2,975.84,5.0,SP,1,13
ORD101971,CUST97345,SELL4236,2018-02-15,2018-02-16 00:00:00,2018-02-19,2018-03-10,2018-03-12,health,credit_card,1,70.56,20.36,1,90.92,5.0,SP,1,19
ORD101972,CUST92017,SELL4265,2018-01-08,2018-01-08 17:00:00,2018-01-13,2018-01-24,2018-02-22,home_appliances,credit_card,3,52.46,7.4,1,59.86,5.0,SP,1,11
ORD101973,CUST14476,SELL1127,2017-04-27,2017-04-27 19:00:00,2017-04-28,2017-05-06,2017-05-19,clothing,credit_card,1,39.02,6.09,1,45.11,5.0,SC,1,8
ORD101974,CUST46192,SELL1010,2016-11-16,2016-11-16 09:00:00,2016-11-17,2016-12-13,2016-12-23,electronics,credit_card,3,70.13,12.46,1,82.59,4.0,RJ,1,26
ORD101975,CUST83872,SELL4481,2018-05-20,2018-05-20 05:00:00,2018-05-23,2018-06-16,2018-06-29,beauty,credit_card,1,140.7,16.77,1,157.47,5.0,SP,1,24
ORD101976,CUST35799,SELL1391,2018-08-11,2018-08-11 21:00:00,2018-08-12,2018-09-08,2018-09-02,books,credit_card,3,7.21,0.72,1,7.93,2.0,RS,0,27
ORD101977,CUST90005,SELL4982,2017-02-26,2017-02-26 23:00:00,2017-03-01,2017-03-21,2017-04-03,home_appliances,credit_card,1,27.62,5.45,1,33.07,5.0,CE,1,20
ORD101978,CUST37766,SELL1294,2018-04-11,2018-04-11 00:00:00,2018-04-14,2018-05-14,2018-05-16,clothing,credit_card,3,114.54,19.29,2,248.37,5.0,RJ,1,30
ORD101979,CUST59497,SELL4355,2017-07-21,2017-07-21 06:00:00,2017-07-25,2017-08-05,2017-08-12,electronics,boleto,1,28.44,1.96,2,58.84,5.0,SP,1,11
ORD101980,CUST68198,SELL3732,2018-07-04,2018-07-04 03:00:00,2018-07-05,2018-07-27,2018-07-22,clothing,credit_card,1,82.79,9.33,1,92.12,4.0,RJ,0,22
ORD101981,CUST44090,SELL1458,2018-04-27,2018-04-27 09:00:00,2018-04-28,2018-05-27,2018-05-25,electronics,credit_card,2,111.79,6.03,1,117.82,5.0,ES,0,29
ORD101982,CUST44141,SELL3558,2018-07-19,2018-07-19 01:00:00,2018-07-23,2018-08-18,2018-08-20,health,boleto,1,65.66,15.47,1,81.13,2.0,MG,1,26
ORD101983,CUST75729,SELL1500,2017-07-11,2017-07-11 17:00:00,2017-07-12,2017-08-11,2017-08-03,beauty,credit_card,1,203.01,33.59,1,236.6,5.0,MG,0,30
ORD101984,CUST71321,SELL1974,2017-11-23,2017-11-23 19:00:00,2017-11-24,2017-11-29,2017-12-12,sports,voucher,10,44.11,11.14,1,55.25,2.0,SP,1,5
ORD101985,CUST51608,SELL4278,2017-04-28,2017-04-28 13:00:00,2017-05-02,2017-05-16,2017-05-21,sports,credit_card,1,23.93,7.05,1,30.98,5.0,SP,1,14
ORD101986,CUST36795,SELL3089,2018-04-18,2018-04-18 08:00:00,2018-04-21,2018-05-06,2018-05-15,health,boleto,12,66.14,9.09,1,75.23,3.0,SP,1,15
ORD101987,CUST93832,SELL3254,2018-04-06,2018-04-06 23:00:00,2018-04-07,2018-04-12,2018-04-21,health,credit_card,6,21.85,4.99,1,26.84,2.0,BA,1,5
ORD101988,CUST50033,SELL2504,2016-10-10,2016-10-10 12:00:00,2016-10-14,2016-11-10,2016-11-01,sports,credit_card,3,35.24,9.14,1,44.38,5.0,AM,0,27
ORD101989,CUST75746,SELL2847,2017-11-27,2017-11-27 10:00:00,2017-11-30,2017-12-24,2018-01-08,electronics,boleto,3,168.63,41.4,2,378.66,5.0,AM,1,24
ORD101990,CUST64902,SELL4817,2016-12-01,2016-12-01 02:00:00,2016-12-02,2016-12-08,2017-01-02,furniture,credit_card,1,203.82,55.42,2,463.06,4.0,RJ,1,6
ORD101991,CUST18192,SELL2514,2017-06-23,2017-06-23 14:00:00,2017-06-24,2017-07-15,2017-07-06,books,voucher,1,196.73,41.72,1,238.45,4.0,SP,0,21
ORD101992,CUST63063,SELL1270,2016-12-01,2016-12-01 17:00:00,2016-12-05,2016-12-13,2016-12-26,electronics,credit_card,4,32.66,6.04,2,71.36,5.0,CE,1,8
ORD101993,CUST81043,SELL2419,2018-03-30,2018-03-30 20:00:00,2018-04-04,2018-04-27,2018-05-14,home_appliances,credit_card,4,144.93,19.79,1,164.72,4.0,SC,1,23
ORD101994,CUST68028,SELL4657,2017-07-19,2017-07-19 04:00:00,2017-07-20,2017-08-05,2017-08-28,furniture,voucher,1,78.54,20.66,1,99.2,4.0,MG,1,16
ORD101995,CUST97602,SELL3216,2017-11-18,2017-11-18 14:00:00,2017-11-23,2017-12-10,2017-12-21,clothing,credit_card,1,78.5,23.47,2,180.47,5.0,RJ,1,17
ORD101996,CUST15586,SELL4652,2018-04-19,2018-04-19 18:00:00,2018-04-21,2018-05-11,2018-05-05,home_appliances,credit_card,1,121.38,26.66,1,148.04,5.0,MG,0,20
ORD101997,CUST60621,SELL1643,2017-02-15,2017-02-15 11:00:00,2017-02-20,2017-03-17,2017-03-30,books,credit_card,1,173.13,21.24,1,194.37,1.0,BA,1,25
ORD101998,CUST41291,SELL4049,2018-02-16,2018-02-16 09:00:00,2018-02-21,2018-02-27,2018-03-06,furniture,credit_card,6,11.23,2.81,1,14.04,5.0,RS,1,6
ORD101999,CUST62083,SELL2150,2017-12-06,2017-12-06 18:00:00,2017-12-11,2018-01-02,2018-01-05,toys,credit_card,3,,0.8,1,11.29,5.0,SP,1,22
ORD102000,CUST35742,SELL3989,2018-04-26,2018-04-26 05:00:00,2018-04-27,2018-05-11,2018-05-15,clothing,credit_card,3,58.3,11.89,1,70.19,4.0,ES,1,14
ORD102001,CUST91961,SELL1056,2018-05-12,2018-05-12 22:00:00,2018-05-17,2018-05-30,2018-06-06,toys,credit_card,3,10.37,1.83,2,22.57,4.0,SP,1,13
ORD102002,CUST94828,SELL1838,2018-07-19,2018-07-20 00:00:00,2018-07-23,2018-08-16,2018-08-18,toys,debit_card,2,66.47,19.34,2,152.28,5.0,ES,1,24
ORD102003,CUST45171,SELL3021,2017-09-28,2017-09-28 14:00:00,2017-09-30,2017-10-09,2017-10-19,food,boleto,1,45.47,6.52,1,51.99,5.0,ES,1,9
ORD102004,CUST46400,SELL3110,2016-11-18,2016-11-18 16:00:00,2016-11-22,2016-12-01,2016-12-17,food,credit_card,3,24.77,1.46,1,26.23,5.0,SC,1,9
ORD102005,CUST62128,SELL4828,2016-12-09,2016-12-09 13:00:00,2016-12-12,2016-12-16,2017-01-14,food,voucher,1,648.17,60.41,1,708.58,5.0,SP,1,4
ORD102006,CUST94470,SELL3507,2018-03-27,2018-03-27 23:00:00,2018-04-01,2018-04-23,2018-04-30,automotive,credit_card,12,57.51,11.45,1,68.96,4.0,RJ,1,22
ORD102007,CUST34731,SELL1458,2018-04-03,2018-04-03 02:00:00,2018-04-05,2018-04-21,2018-05-01,books,voucher,1,946.57,109.72,1,1056.29,5.0,MG,1,16
ORD102008,CUST89065,SELL1979,2017-02-04,2017-02-04 08:00:00,2017-02-07,2017-02-17,2017-03-07,electronics,credit_card,1,170.36,33.93,1,204.29,1.0,SP,1,10
ORD102009,CUST20766,SELL2620,2016-11-30,2016-11-30 10:00:00,2016-12-03,2016-12-07,2017-01-08,beauty,credit_card,2,40.63,7.32,1,47.95,4.0,RJ,1,4
ORD102010,CUST64199,SELL4793,2018-05-11,2018-05-11 05:00:00,2018-05-16,2018-05-30,2018-06-14,automotive,boleto,1,271.55,69.47,1,341.02,5.0,MG,1,14
ORD102011,CUST42529,SELL1599,2016-12-01,2016-12-01 22:00:00,2016-12-05,2016-12-18,2016-12-18,automotive,boleto,2,65.86,17.61,1,83.47,5.0,AM,1,13
ORD102012,CUST86216,SELL1644,2017-08-10,2017-08-10 11:00:00,2017-08-12,2017-08-28,2017-09-10,health,credit_card,8,10.9,0.94,1,11.84,5.0,RJ,1,16
ORD102013,CUST71200,SELL1973,2018-05-31,2018-05-31 23:00:00,2018-06-04,2018-06-18,2018-06-17,food,credit_card,4,44.99,3.72,2,93.7,5.0,GO,0,14
ORD102014,CUST47639,SELL2763,2017-09-19,2017-09-19 16:00:00,2017-09-23,2017-10-18,2017-10-18,electronics,boleto,1,47.23,10.48,2,104.94,4.0,SP,1,25
ORD102015,CUST83483,SELL2297,2017-06-04,2017-06-04 13:00:00,2017-06-08,2017-06-11,2017-07-01,electronics,credit_card,1,79.33,16.0,3,253.99,5.0,SP,1,3
ORD102016,CUST31531,SELL4915,2016-12-17,2016-12-17 01:00:00,2016-12-18,2017-01-08,2017-01-25,furniture,boleto,3,111.26,21.07,1,132.33,3.0,SP,1,21
ORD102017,CUST18274,SELL3865,2018-06-24,2018-06-24 02:00:00,2018-06-27,2018-07-21,2018-07-14,electronics,credit_card,1,83.32,20.52,1,103.84,5.0,RJ,0,24
ORD102018,CUST88680,SELL4539,2018-07-01,2018-07-01 09:00:00,2018-07-06,2018-07-16,2018-07-20,electronics,credit_card,4,120.4,25.32,2,266.12,4.0,SP,1,10
ORD102019,CUST39272,SELL3697,2016-12-04,2016-12-04 09:00:00,2016-12-07,2016-12-30,2016-12-28,beauty,credit_card,6,40.39,10.39,1,50.78,5.0,ES,0,23
ORD102020,CUST55037,SELL1960,2016-10-08,2016-10-08 04:00:00,2016-10-10,2016-11-08,2016-11-16,clothing,credit_card,1,7.81,2.31,3,25.74,5.0,PR,1,29
ORD102021,CUST49057,SELL4383,2018-04-30,2018-04-30 13:00:00,2018-05-03,2018-05-21,2018-05-22,home_appliances,credit_card,1,34.58,5.68,1,40.26,2.0,PR,1,18
ORD102022,CUST67840,SELL2919,2017-12-13,2017-12-13 19:00:00,2017-12-17,2017-12-31,2018-01-18,sports,credit_card,2,32.25,4.37,1,36.62,3.0,SP,1,14
ORD102023,CUST27913,SELL2335,2017-11-06,2017-11-06 04:00:00,2017-11-10,2017-12-02,2017-11-20,beauty,credit_card,2,44.43,9.17,1,53.6,3.0,SP,0,22
ORD102024,CUST32030,SELL4825,2017-01-11,2017-01-11 05:00:00,2017-01-15,2017-02-03,2017-02-04,electronics,credit_card,3,54.64,4.18,1,58.82,4.0,SP,1,19
ORD102025,CUST81682,SELL2624,2018-08-09,2018-08-09 21:00:00,2018-08-10,2018-08-30,2018-09-08,beauty,credit_card,1,15.56,1.81,3,48.49,5.0,RJ,1,20
ORD102026,CUST83267,SELL4839,2018-01-15,2018-01-15 03:00:00,2018-01-16,2018-01-28,2018-02-08,electronics,credit_card,2,64.62,8.6,1,73.22,5.0,SP,1,12
ORD102027,CUST27344,SELL4619,2017-06-16,2017-06-16 06:00:00,2017-06-19,2017-06-25,2017-06-30,food,boleto,8,43.53,5.05,1,48.58,3.0,PE,1,6
ORD102028,CUST22640,SELL2720,2017-02-24,2017-02-24 00:00:00,2017-02-28,2017-03-06,2017-04-02,home_appliances,voucher,6,72.64,7.91,2,153.19,1.0,SP,1,6
ORD102029,CUST24827,SELL1754,2017-06-09,2017-06-09 04:00:00,2017-06-12,2017-07-02,2017-07-19,electronics,credit_card,3,155.92,10.26,2,322.1,5.0,MG,1,20
ORD102030,CUST84726,SELL1128,2016-12-13,2016-12-13 10:00:00,2016-12-16,2016-12-31,2017-01-13,sports,boleto,4,81.86,19.68,1,101.54,5.0,BA,1,15
ORD102031,CUST69511,SELL2608,2018-01-25,2018-01-25 10:00:00,2018-01-30,2018-02-14,2018-03-01,clothing,credit_card,1,69.96,6.98,1,76.94,5.0,PE,1,15
ORD102032,CUST85796,SELL2403,2018-04-05,2018-04-05 18:00:00,2018-04-10,2018-04-20,2018-04-30,beauty,boleto,1,139.84,24.73,2,304.41,5.0,MG,1,10
ORD102033,CUST13905,SELL1344,2018-07-20,2018-07-20 01:00:00,2018-07-25,2018-08-07,2018-08-27,food,boleto,1,85.05,22.83,2,192.93,5.0,SP,1,13
ORD102034,CUST29585,SELL2698,2017-08-27,2017-08-27 23:00:00,2017-08-29,2017-09-02,2017-09-29,beauty,credit_card,1,15.62,1.97,2,33.21,5.0,RJ,1,4
ORD102035,CUST74252,SELL3804,2018-04-04,2018-04-04 09:00:00,2018-04-06,2018-04-18,2018-04-19,beauty,credit_card,1,39.81,4.83,1,44.64,,AM,1,12
ORD102036,CUST54956,SELL2536,2017-12-18,2017-12-18 08:00:00,2017-12-21,2018-01-06,2018-01-02,clothing,credit_card,2,60.39,5.81,1,66.2,5.0,SP,0,16
ORD102037,CUST88725,SELL3420,2018-01-12,2018-01-12 15:00:00,2018-01-16,2018-02-01,2018-02-18,clothing,boleto,1,49.55,3.51,1,53.06,1.0,SP,1,16
ORD102038,CUST62625,SELL1103,2017-10-20,2017-10-20 22:00:00,2017-10-25,2017-11-04,2017-11-23,toys,credit_card,3,52.93,15.67,2,121.53,1.0,GO,1,10
ORD102039,CUST30305,SELL2493,2017-02-02,2017-02-02 07:00:00,2017-02-07,2017-02-11,2017-03-12,electronics,credit_card,3,89.89,20.94,3,290.61,5.0,SC,1,4
ORD102040,CUST71764,SELL3704,2016-12-20,2016-12-20 21:00:00,2016-12-21,2017-01-09,2017-01-12,books,credit_card,2,18.02,4.38,3,58.44,4.0,RJ,1,19
